"region";"husholdningstype";"tid";"statistikkvariabel";"verdi"
"1429 Fjaler";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";205000
"1429 Fjaler";"0001 Aleneboende";"2012";"Husholdninger";537
"1429 Fjaler";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";209000
"1429 Fjaler";"0002 Par uten barn";"2005";"Husholdninger";244
"1429 Fjaler";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";334000
"1429 Fjaler";"0002 Par uten barn";"2006";"Husholdninger";255
"1429 Fjaler";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";347000
"1429 Fjaler";"0002 Par uten barn";"2007";"Husholdninger";253
"1429 Fjaler";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";378000
"1429 Fjaler";"0002 Par uten barn";"2008";"Husholdninger";252
"1429 Fjaler";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";410000
"1429 Fjaler";"0002 Par uten barn";"2009";"Husholdninger";259
"1429 Fjaler";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";415000
"1429 Fjaler";"0002 Par uten barn";"2010";"Husholdninger";265
"1429 Fjaler";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";444000
"1429 Fjaler";"0002 Par uten barn";"2011";"Husholdninger";260
"1429 Fjaler";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";472000
"1429 Fjaler";"0002 Par uten barn";"2012";"Husholdninger";263
"1429 Fjaler";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";492000
"1429 Fjaler";"0003 Par med barn 0-17 år";"2005";"Husholdninger";256
"1429 Fjaler";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";485000
"1429 Fjaler";"0003 Par med barn 0-17 år";"2006";"Husholdninger";246
"1429 Fjaler";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";516000
"1429 Fjaler";"0003 Par med barn 0-17 år";"2007";"Husholdninger";237
"1429 Fjaler";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";558000
"1429 Fjaler";"0003 Par med barn 0-17 år";"2008";"Husholdninger";232
"1429 Fjaler";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";603000
"1429 Fjaler";"0003 Par med barn 0-17 år";"2009";"Husholdninger";223
"1429 Fjaler";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";636000
"1429 Fjaler";"0003 Par med barn 0-17 år";"2010";"Husholdninger";223
"1429 Fjaler";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";660000
"1429 Fjaler";"0003 Par med barn 0-17 år";"2011";"Husholdninger";216
"1429 Fjaler";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";691000
"1429 Fjaler";"0003 Par med barn 0-17 år";"2012";"Husholdninger";225
"1429 Fjaler";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";723000
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";47
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";282000
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";44
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";299000
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";45
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";300000
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";42
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";314000
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";49
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";333000
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";40
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";343000
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";37
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";354000
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";36
"1429 Fjaler";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";350000
"1430 Gaular";"0000 Alle husholdninger";"2005";"Husholdninger";1025
"1430 Gaular";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";359000
"1430 Gaular";"0000 Alle husholdninger";"2006";"Husholdninger";1030
"1430 Gaular";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";376000
"1430 Gaular";"0000 Alle husholdninger";"2007";"Husholdninger";1043
"1430 Gaular";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";405000
"1430 Gaular";"0000 Alle husholdninger";"2008";"Husholdninger";1046
"1430 Gaular";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";439000
"1430 Gaular";"0000 Alle husholdninger";"2009";"Husholdninger";1050
"1430 Gaular";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";443000
"1430 Gaular";"0000 Alle husholdninger";"2010";"Husholdninger";1070
"1430 Gaular";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";457000
"1430 Gaular";"0000 Alle husholdninger";"2011";"Husholdninger";1102
"1430 Gaular";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";471000
"1430 Gaular";"0000 Alle husholdninger";"2012";"Husholdninger";1128
"1430 Gaular";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";502000
"1430 Gaular";"0001 Aleneboende";"2005";"Husholdninger";345
"1430 Gaular";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";150000
"1430 Gaular";"0001 Aleneboende";"2006";"Husholdninger";341
"1430 Gaular";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";159000
"1430 Gaular";"0001 Aleneboende";"2007";"Husholdninger";352
"1430 Gaular";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";172000
"1430 Gaular";"0001 Aleneboende";"2008";"Husholdninger";343
"1430 Gaular";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";194000
"1430 Gaular";"0001 Aleneboende";"2009";"Husholdninger";333
"1430 Gaular";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";199000
"1430 Gaular";"0001 Aleneboende";"2010";"Husholdninger";348
"1430 Gaular";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";211000
"1430 Gaular";"0001 Aleneboende";"2011";"Husholdninger";367
"1430 Gaular";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";221000
"1430 Gaular";"0001 Aleneboende";"2012";"Husholdninger";373
"1430 Gaular";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";236000
"1430 Gaular";"0002 Par uten barn";"2005";"Husholdninger";213
"1430 Gaular";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";357000
"1430 Gaular";"0002 Par uten barn";"2006";"Husholdninger";229
"1430 Gaular";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";377000
"1430 Gaular";"0002 Par uten barn";"2007";"Husholdninger";233
"1430 Gaular";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";415000
"1430 Gaular";"0002 Par uten barn";"2008";"Husholdninger";242
"1430 Gaular";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";444000
"1430 Gaular";"0002 Par uten barn";"2009";"Husholdninger";253
"1430 Gaular";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";454000
"1430 Gaular";"0002 Par uten barn";"2010";"Husholdninger";245
"1430 Gaular";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";470000
"1430 Gaular";"0002 Par uten barn";"2011";"Husholdninger";257
"1430 Gaular";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";506000
"1430 Gaular";"0002 Par uten barn";"2012";"Husholdninger";246
"1430 Gaular";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";524000
"1430 Gaular";"0003 Par med barn 0-17 år";"2005";"Husholdninger";273
"1430 Gaular";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";497000
"1430 Gaular";"0003 Par med barn 0-17 år";"2006";"Husholdninger";278
"1430 Gaular";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";515000
"1430 Gaular";"0003 Par med barn 0-17 år";"2007";"Husholdninger";277
"1430 Gaular";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";571000
"1430 Gaular";"0003 Par med barn 0-17 år";"2008";"Husholdninger";273
"1430 Gaular";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";611000
"1430 Gaular";"0003 Par med barn 0-17 år";"2009";"Husholdninger";283
"1430 Gaular";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";637000
"1430 Gaular";"0003 Par med barn 0-17 år";"2010";"Husholdninger";270
"1430 Gaular";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";656000
"1430 Gaular";"0003 Par med barn 0-17 år";"2011";"Husholdninger";285
"1430 Gaular";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";665000
"1430 Gaular";"0003 Par med barn 0-17 år";"2012";"Husholdninger";295
"1430 Gaular";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";684000
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";27
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";283000
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";34
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";327000
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";32
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";327000
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";39
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";346000
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";38
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";358000
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";39
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";394000
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";39
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";388000
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";40
"1430 Gaular";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";366000
"1431 Jølster";"0000 Alle husholdninger";"2005";"Husholdninger";1100
"1431 Jølster";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";340000
"1431 Jølster";"0000 Alle husholdninger";"2006";"Husholdninger";1131
"1431 Jølster";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";354000
"1431 Jølster";"0000 Alle husholdninger";"2007";"Husholdninger";1130
"1431 Jølster";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";405000
"1431 Jølster";"0000 Alle husholdninger";"2008";"Husholdninger";1132
"1431 Jølster";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";431000
"1431 Jølster";"0000 Alle husholdninger";"2009";"Husholdninger";1145
"1431 Jølster";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";439000
"1431 Jølster";"0000 Alle husholdninger";"2010";"Husholdninger";1195
"1431 Jølster";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";438000
"1431 Jølster";"0000 Alle husholdninger";"2011";"Husholdninger";1200
"1431 Jølster";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";463000
"1431 Jølster";"0000 Alle husholdninger";"2012";"Husholdninger";1215
"1431 Jølster";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";481000
"1431 Jølster";"0001 Aleneboende";"2005";"Husholdninger";362
"1431 Jølster";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";159000
"1431 Jølster";"0001 Aleneboende";"2006";"Husholdninger";378
"1431 Jølster";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";169000
"1431 Jølster";"0001 Aleneboende";"2007";"Husholdninger";362
"1431 Jølster";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";184000
"1431 Jølster";"0001 Aleneboende";"2008";"Husholdninger";366
"1431 Jølster";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";204000
"1431 Jølster";"0001 Aleneboende";"2009";"Husholdninger";368
"1431 Jølster";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";206000
"1431 Jølster";"0001 Aleneboende";"2010";"Husholdninger";402
"1431 Jølster";"0001 Aleneboende";"2010";"Inntekt etter skatt, median (kr)";211000
"1431 Jølster";"0001 Aleneboende";"2011";"Husholdninger";399
"1431 Jølster";"0001 Aleneboende";"2011";"Inntekt etter skatt, median (kr)";223000
"1431 Jølster";"0001 Aleneboende";"2012";"Husholdninger";406
"1431 Jølster";"0001 Aleneboende";"2012";"Inntekt etter skatt, median (kr)";229000
"1431 Jølster";"0002 Par uten barn";"2005";"Husholdninger";259
"1431 Jølster";"0002 Par uten barn";"2005";"Inntekt etter skatt, median (kr)";374000
"1431 Jølster";"0002 Par uten barn";"2006";"Husholdninger";258
"1431 Jølster";"0002 Par uten barn";"2006";"Inntekt etter skatt, median (kr)";381000
"1431 Jølster";"0002 Par uten barn";"2007";"Husholdninger";268
"1431 Jølster";"0002 Par uten barn";"2007";"Inntekt etter skatt, median (kr)";436000
"1431 Jølster";"0002 Par uten barn";"2008";"Husholdninger";261
"1431 Jølster";"0002 Par uten barn";"2008";"Inntekt etter skatt, median (kr)";470000
"1431 Jølster";"0002 Par uten barn";"2009";"Husholdninger";255
"1431 Jølster";"0002 Par uten barn";"2009";"Inntekt etter skatt, median (kr)";465000
"1431 Jølster";"0002 Par uten barn";"2010";"Husholdninger";268
"1431 Jølster";"0002 Par uten barn";"2010";"Inntekt etter skatt, median (kr)";484000
"1431 Jølster";"0002 Par uten barn";"2011";"Husholdninger";272
"1431 Jølster";"0002 Par uten barn";"2011";"Inntekt etter skatt, median (kr)";514000
"1431 Jølster";"0002 Par uten barn";"2012";"Husholdninger";295
"1431 Jølster";"0002 Par uten barn";"2012";"Inntekt etter skatt, median (kr)";530000
"1431 Jølster";"0003 Par med barn 0-17 år";"2005";"Husholdninger";287
"1431 Jølster";"0003 Par med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";496000
"1431 Jølster";"0003 Par med barn 0-17 år";"2006";"Husholdninger";304
"1431 Jølster";"0003 Par med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";528000
"1431 Jølster";"0003 Par med barn 0-17 år";"2007";"Husholdninger";304
"1431 Jølster";"0003 Par med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";588000
"1431 Jølster";"0003 Par med barn 0-17 år";"2008";"Husholdninger";301
"1431 Jølster";"0003 Par med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";641000
"1431 Jølster";"0003 Par med barn 0-17 år";"2009";"Husholdninger";300
"1431 Jølster";"0003 Par med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";636000
"1431 Jølster";"0003 Par med barn 0-17 år";"2010";"Husholdninger";296
"1431 Jølster";"0003 Par med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";664000
"1431 Jølster";"0003 Par med barn 0-17 år";"2011";"Husholdninger";300
"1431 Jølster";"0003 Par med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";667000
"1431 Jølster";"0003 Par med barn 0-17 år";"2012";"Husholdninger";298
"1431 Jølster";"0003 Par med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";711000
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2005";"Husholdninger";61
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2005";"Inntekt etter skatt, median (kr)";280000
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2006";"Husholdninger";63
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2006";"Inntekt etter skatt, median (kr)";292000
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2007";"Husholdninger";63
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2007";"Inntekt etter skatt, median (kr)";310000
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2008";"Husholdninger";68
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2008";"Inntekt etter skatt, median (kr)";344000
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2009";"Husholdninger";70
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2009";"Inntekt etter skatt, median (kr)";332000
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2010";"Husholdninger";74
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2010";"Inntekt etter skatt, median (kr)";331000
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2011";"Husholdninger";71
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2011";"Inntekt etter skatt, median (kr)";355000
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2012";"Husholdninger";66
"1431 Jølster";"0004 Enslig mor/far med barn 0-17 år";"2012";"Inntekt etter skatt, median (kr)";364000
"1432 Førde";"0000 Alle husholdninger";"2005";"Husholdninger";4492
"1432 Førde";"0000 Alle husholdninger";"2005";"Inntekt etter skatt, median (kr)";364000
"1432 Førde";"0000 Alle husholdninger";"2006";"Husholdninger";4590
"1432 Førde";"0000 Alle husholdninger";"2006";"Inntekt etter skatt, median (kr)";379000
"1432 Førde";"0000 Alle husholdninger";"2007";"Husholdninger";4677
"1432 Førde";"0000 Alle husholdninger";"2007";"Inntekt etter skatt, median (kr)";416000
"1432 Førde";"0000 Alle husholdninger";"2008";"Husholdninger";4801
"1432 Førde";"0000 Alle husholdninger";"2008";"Inntekt etter skatt, median (kr)";438000
"1432 Førde";"0000 Alle husholdninger";"2009";"Husholdninger";4910
"1432 Førde";"0000 Alle husholdninger";"2009";"Inntekt etter skatt, median (kr)";441000
"1432 Førde";"0000 Alle husholdninger";"2010";"Husholdninger";4961
"1432 Førde";"0000 Alle husholdninger";"2010";"Inntekt etter skatt, median (kr)";452000
"1432 Førde";"0000 Alle husholdninger";"2011";"Husholdninger";5064
"1432 Førde";"0000 Alle husholdninger";"2011";"Inntekt etter skatt, median (kr)";466000
"1432 Førde";"0000 Alle husholdninger";"2012";"Husholdninger";5236
"1432 Førde";"0000 Alle husholdninger";"2012";"Inntekt etter skatt, median (kr)";480000
"1432 Førde";"0001 Aleneboende";"2005";"Husholdninger";1579
"1432 Førde";"0001 Aleneboende";"2005";"Inntekt etter skatt, median (kr)";192000
"1432 Førde";"0001 Aleneboende";"2006";"Husholdninger";1662
"1432 Førde";"0001 Aleneboende";"2006";"Inntekt etter skatt, median (kr)";203000
"1432 Førde";"0001 Aleneboende";"2007";"Husholdninger";1686
"1432 Førde";"0001 Aleneboende";"2007";"Inntekt etter skatt, median (kr)";223000
"1432 Førde";"0001 Aleneboende";"2008";"Husholdninger";1748
"1432 Førde";"0001 Aleneboende";"2008";"Inntekt etter skatt, median (kr)";238000
"1432 Førde";"0001 Aleneboende";"2009";"Husholdninger";1824
"1432 Førde";"0001 Aleneboende";"2009";"Inntekt etter skatt, median (kr)";240000
"1432 Førde";"0001 Aleneboende";"2010";"Husholdninger";1858
